Fly_Number,DurNBodyShove,DurNFeed,DurNHeadbutt,DurNLegShove,DurNLunge,DurNWingThreat,DurNRetreat,DurNMoving,DurNFencing,DurTTFeed,DurTTMoving,DurTTFencing,DurXFeed,DurXMoving,DurXFencing,Species,file_name,Letter,Sex,Temp,temp_room,Mass,mass_dif,fencing_presence,total_ag_acts
B32_29,0,2,0,0,0,0,0,21,1,132.947,144.43,314.684,66.4735,6.87762,314.684,PAN,B32,B,F,M,25.5,0.225,0.256,1,1
B32_30,0,6,0,0,0,1,1,24,7,220.441,341.389,757.029,36.74017,14.224540000000001,108.147,PAN,B32,B,F,M,25.5,0.226,0.28700000000000003,1,8
A14_19,0,9,0,0,0,0,1,24,2,155.158,272.202,558.425,17.23978,11.34175,279.2125,PAN,A14,A,M,M,24.6,0.146,0.17,1,2
D13_15,0,8,0,0,0,0,0,13,2,449.596,144.718,5.51,56.1995,11.13215,2.755,PAN,D13,D,M,M,25.1,0.161,0.13599999999999998,1,2
C11_6,0,5,0,2,0,0,0,3,4,569.005,15.905,227.678,113.801,5.30167,56.9195,PAN,C11,C,F,L,20.9,0.22,0.234,1,6
A32_45,0,0,0,0,0,0,0,5,0,0,43.394,0,0,8.678799999999999,0,PAN,A32,A,M,H,30.3,0.167,0.145,0,0
C21_29,0,1,0,0,0,0,0,2,0,449.427,44.471,0,449.427,22.2355,0,PAN,C21,C,F,H,30,0.293,0.21800000000000003,0,0
C32_56,0,0,0,0,0,0,1,13,1,0,223.328,327.814,0,17.179080000000003,327.814,PAN,C32,C,M,M,25,0.153,0.18900000000000003,1,1
D13_17,0,0,0,0,0,0,0,19,5,0,701.756,607.834,0,36.93453,121.5668,PAN,D13,D,M,M,25.1,0.149,0.157,1,5
A11_2,0,5,0,1,0,0,0,26,0,90.358,307.312,0,18.0716,11.819690000000001,0,PAN,A11,A,F,M,24.6,0.213,0.3380000000000001,0,1
A11_3,0,5,0,0,0,0,0,27,1,193.485,211.834,790.023,38.697,7.8457,790.023,PAN,A11,A,F,M,24.6,NA,0.323,1,1
A11_6,0,7,0,0,0,0,0,17,3,276.434,167.326,705.186,39.49057,9.842709999999999,235.062,PAN,A11,A,F,M,24.6,0.261,0.07600000000000001,1,3
A12_11,0,4,0,0,0,0,1,27,1,149.994,170.052,722.959,37.4985,6.298220000000001,722.959,PAN,A12,A,M,M,24.6,0.137,0.16299999999999998,1,1
A12_12,0,4,0,0,0,0,0,31,2,149.655,211.849,793.025,37.41375,6.83384,396.5125,PAN,A12,A,M,M,24.6,0.169,0.17699999999999996,1,2
A13_13,0,1,0,1,0,0,2,14,2,38.741,222.357,386.615,38.741,15.882639999999999,193.3075,PAN,A13,A,F,M,24.6,0.276,0.21399999999999997,1,3
A14_21,0,4,0,0,1,0,0,28,1,170.282,474.743,220.94,42.5705,16.95511,220.94,PAN,A14,A,M,M,24.6,0.172,0.132,1,2
A14_22,0,5,0,0,0,0,0,19,1,264.02,105.812,520.245,52.804,5.56905,520.245,PAN,A14,A,M,M,24.6,0.176,0.09900000000000003,1,1
A14_23,0,1,0,0,0,0,0,10,0,51.428,204.56,0,51.428,20.456,0,PAN,A14,A,M,M,24.6,0.183,0.11399999999999999,0,0
A14_24,0,1,0,0,0,0,0,8,0,66.318,80.307,0,66.318,10.03838,0,PAN,A14,A,M,M,24.6,0.157,0.142,0,0
A22_31,0,5,0,0,0,0,0,7,0,775.81,136.955,0,155.162,19.565,0,PAN,A22,A,M,L,21.6,NA,0.283,0,0
A31_37,0,0,0,0,0,0,2,26,2,0,277.977,801.006,0,10.69142,400.503,PAN,A31,A,F,H,30.4,0.211,0.28500000000000003,1,2
A32_43,0,6,0,1,0,0,0,18,2,523.98,158.645,317.801,87.33,8.81361,158.9005,PAN,A32,A,M,H,30.3,0.16,0.13699999999999998,1,3
A32_44,0,11,0,0,0,0,0,26,0,432.924,132.898,0,39.356730000000006,5.11146,0,PAN,A32,A,M,H,30.3,0.147,0.156,0,0
A32_48,0,9,0,0,0,0,0,11,0,606.382,134.772,0,67.37577999999999,12.252,0,PAN,A32,A,M,H,30.3,0.173,0.127,0,0
B12_10,0,1,0,0,0,0,2,23,4,0.995,366.975,845.319,0.995,15.95543,211.32975,PAN,B12,B,F,H,30.2,0.204,0.30100000000000005,1,4
B12_8,0,1,0,0,0,0,0,9,0,519.491,179.849,0,519.491,19.983220000000003,0,PAN,B12,B,F,H,30.2,0.215,0.24400000000000002,0,0
B21_11,0,2,0,2,0,0,2,10,4,199.932,508.626,619.855,99.966,50.8626,154.96375,PAN,B21,B,M,L,20.9,0.162,0.154,1,6
B31_22,0,9,0,0,0,1,2,10,2,673.325,137.438,482.213,74.81389,13.743799999999998,241.1065,PAN,B31,B,M,M,25.5,0.152,0.169,1,3
C11_4,0,3,0,0,0,0,0,16,0,38.98,197.723,0,12.99333,12.35769,0,PAN,C11,C,F,L,20.9,0.25,0.22699999999999998,0,0
C11_5,0,0,0,0,1,0,0,47,1,0,415.852,645.378,0,8.84791,645.378,PAN,C11,C,F,L,20.9,0.246,0.25,1,2
C12_8,0,0,0,4,0,0,1,39,6,0,618.736,722.95,0,15.86503,120.49167,PAN,C12,C,M,L,20.9,0.176,0.133,1,10
C12_9,0,9,0,1,1,0,3,26,3,277.054,165.839,832.058,30.78378,6.37842,277.35267,PAN,C12,C,M,L,20.9,0.174,0.14900000000000002,1,5
C13_15,0,0,0,0,0,0,5,26,7,0,283.126,875.856,0,10.88946,125.12228999999999,PAN,C13,C,F,L,20.9,0.213,0.24700000000000003,1,7
C22_31,0,7,0,0,0,0,1,23,1,328.758,278.1,163.645,46.96543,12.091299999999999,163.645,PAN,C22,C,M,H,30,0.188,0.135,1,1
C22_33,0,0,0,0,0,0,2,12,3,0,545.201,783.012,0,45.43342,261.004,PAN,C22,C,M,H,30,0.158,0.147,1,3
C23_37,0,2,0,1,0,0,0,26,1,143.072,290.368,764.75,71.536,11.168,764.75,PAN,C23,C,F,H,30,0.198,0.334,1,2
C23_40,0,6,0,0,0,0,0,12,0,703.836,120.098,0,117.306,10.00817,0,PAN,C23,C,F,H,30,0.274,0.2919999999999999,0,0
C23_41,0,0,0,0,0,0,1,8,1,0,78.195,213.169,0,9.774379999999999,213.169,PAN,C23,C,F,H,30,NA,0.416,1,1
C24_43,0,2,0,0,1,0,0,14,1,122.692,143.791,833.695,61.346,10.270790000000002,833.695,PAN,C24,C,M,H,30,0.188,0.10499999999999998,1,2
C24_45,0,2,0,1,0,0,2,12,2,490.495,229.483,503.573,245.2475,19.12358,251.7865,PAN,C24,C,M,H,30,0.176,0.14800000000000002,1,3
C24_48,0,0,0,0,1,1,1,19,4,0,189.869,868.602,0,9.99311,217.1505,PAN,C24,C,M,H,30,0.174,0.183,1,6
C31_49,0,6,0,0,0,0,0,10,0,537.331,190.314,0,89.55517,19.0314,0,PAN,C31,C,F,M,25,NA,0.46,0,0
C31_53,0,9,0,0,0,0,1,23,4,332.691,190.236,833.316,36.965669999999996,8.27113,208.329,PAN,C31,C,F,M,25,0.251,0.33499999999999996,1,4
C32_57,0,3,0,0,0,0,0,15,2,69.837,479.443,599.334,23.279,31.96287,299.667,PAN,C32,C,M,M,25,0.174,0.14,1,2
C32_58,0,2,0,0,0,0,0,5,2,663.196,35.904,79.814,331.598,7.1808000000000005,39.907,PAN,C32,C,M,M,25,0.158,0.18200000000000002,1,2
C33_65,0,1,0,0,0,0,0,2,0,852.718,17.765,0,852.718,8.8825,0,PAN,C33,C,F,M,25,0.285,0.196,0,0
C33_66,0,5,0,0,0,0,0,25,2,186.525,388.563,864.345,37.305,15.54252,432.1725,PAN,C33,C,F,M,25,NA,0.553,1,2
C34_67,0,18,0,0,0,0,0,35,1,354.976,430.312,191.166,19.72089,12.29463,191.166,PAN,C34,C,M,M,25,0.187,0.11199999999999999,1,1
C34_68,0,0,0,1,0,0,0,4,2,0,10.255,207.68,0,2.56375,103.84,PAN,C34,C,M,M,25,0.169,0.164,1,3
C34_69,0,10,0,1,0,0,1,14,5,112.642,799.345,717.95,11.2642,57.09607,143.59,PAN,C34,C,M,M,25,0.161,0.168,1,6
C34_71,0,2,0,0,0,0,0,14,1,151.861,549.545,227.21,75.9305,39.253209999999996,227.21,PAN,C34,C,M,M,25,0.143,0.18000000000000002,1,1
D12_11,0,7,0,0,0,1,0,36,0,105.596,360.07,0,15.085139999999999,10.001940000000001,0,PAN,D12,D,F,M,25.3,0.243,0.21100000000000002,0,1
D12_12,0,3,0,0,0,0,0,5,0,812.187,52.074,0,270.729,10.4148,0,PAN,D12,D,F,M,25.3,0.172,0.317,0,0
D12_9,0,0,0,0,0,0,2,26,2,0,734.629,473.207,0,28.25496,236.6035,PAN,D12,D,F,M,25.3,0.263,0.19,1,2
D13_18,0,0,0,0,0,0,1,14,1,0,786.088,462.193,0,56.14914,462.193,PAN,D13,D,M,M,25.1,0.167,-0.167,1,1
D14_19,0,0,0,0,0,0,0,8,1,0,48.568,517.483,0,6.071,517.483,PAN,D14,D,F,M,25.3,0.154,0.24900000000000003,1,1
D14_21,0,9,0,0,0,0,0,17,0,602.489,271.411,0,66.94322,15.96535,0,PAN,D14,D,F,M,25.3,0.27,0.238,0,0
D14_23,0,4,0,1,0,0,0,4,0,867.309,34.194,0,216.82725,8.5485,0,PAN,D14,D,F,M,25.3,0.236,0.21900000000000003,0,1
D21_27,0,0,0,0,0,0,0,22,4,0,311.042,861.338,0,14.13827,215.3345,PAN,D21,D,M,H,30.6,NA,0.334,1,4
D21_29,0,5,0,0,0,0,1,6,1,833.636,60.263,421.657,166.7272,10.04383,421.657,PAN,D21,D,M,H,30.6,NA,0.276,1,1
D23_37,0,11,0,0,0,0,0,25,2,276.954,250.18,690.416,25.17764,10.007200000000001,345.208,PAN,D23,D,M,H,30.3,NA,0.29,1,2
D24_45,0,5,0,0,0,0,0,25,0,378.353,156.057,0,75.67060000000001,6.24228,0,PAN,D24,D,F,H,30.3,0.223,0.233,0,0
D31_50,0,6,0,0,0,0,0,19,1,156.662,212.895,81.603,26.11033,11.205,81.603,PAN,D31,D,M,L,20.6,0.214,0.10600000000000001,1,1
D31_51,0,2,0,0,0,0,0,2,0,842.909,33.941,0,421.4545,16.9705,0,PAN,D31,D,M,L,20.6,0.174,0.09600000000000003,0,0
D33_63,0,1,0,0,0,0,0,1,0,884.598,15.404,0,884.598,15.404,0,PAN,D33,D,M,L,21.1,0.158,0.11500000000000002,0,0
D34_67,0,0,0,2,0,0,1,14,6,0,323.518,900.002,0,23.108430000000002,150.00033,PAN,D34,D,F,L,21.3,0.23,0.216,1,8
D34_68,0,3,0,0,0,1,0,16,0,225.679,193.143,0,75.22633,12.07144,0,PAN,D34,D,F,L,21.3,0.204,0.24500000000000002,0,1
D34_70,0,0,0,0,0,1,1,42,14,0,600.359,897.343,0,14.29426,64.09593,PAN,D34,D,F,L,21.3,0.203,0.252,1,15
A11_4,0,1,0,0,0,0,3,28,4,22.04,244.309,457.442,22.04,8.72532,114.3605,PAN,A11,A,F,M,24.6,0.242,0.22000000000000003,1,4
A12_10,0,10,0,0,2,1,1,25,7,502.627,162.836,734.46,50.262699999999995,6.513439999999999,104.92286,PAN,A12,A,M,M,24.6,0.165,0.146,1,10
A12_7,0,11,0,0,0,2,0,54,1,286.507,364.846,357.931,26.04609,6.75641,357.931,PAN,A12,A,M,M,24.6,0.174,0.15300000000000002,1,3
A12_8,0,3,1,2,2,1,2,32,4,148.603,588.1,646.88,49.534330000000004,18.37812,161.72,PAN,A12,A,M,M,24.6,0.162,0.162,1,10
A12_9,0,8,0,1,1,0,1,38,5,364.956,213.519,706.879,45.6195,5.61892,141.3758,PAN,A12,A,M,M,24.6,0.176,0.127,1,7
A13_14,0,1,0,1,0,0,1,18,2,40.771,219.235,387.357,40.771,12.17972,193.6785,PAN,A13,A,F,M,24.6,0.239,0.28800000000000003,1,3
A13_16,0,3,0,1,0,0,0,24,3,81.569,185.152,895.876,27.18967,7.71467,298.62533,PAN,A13,A,F,M,24.6,0.203,0.22099999999999997,1,4
A13_18,0,6,0,0,0,0,0,7,15,760.048,108.299,870.353,126.67466999999999,15.471290000000002,58.02353,PAN,A13,A,F,M,24.6,0.272,0.22799999999999998,1,15
A21_28,0,3,0,0,0,0,1,14,4,495.242,244.388,415.879,165.08067000000003,17.45629,103.96975,PAN,A21,A,F,L,20.9,NA,0.453,1,4
A21_29,0,4,0,0,0,0,1,38,3,177.012,385.231,725.934,44.253,10.13766,241.978,PAN,A21,A,F,L,20.9,0.205,0.30300000000000005,1,3
A22_33,0,13,1,1,0,0,1,18,11,605.532,155.063,753.473,46.57938,8.61461,68.49755,PAN,A22,A,M,L,21.6,NA,0.3,1,13
A22_34,0,5,0,1,0,0,0,24,5,166.958,200.349,725.708,33.3916,8.34788,145.1416,PAN,A22,A,M,L,21.6,0.155,-0.155,1,6
A22_35,0,8,0,0,0,0,1,27,3,183.286,363.441,796.028,22.91075,13.460780000000002,265.34267,PAN,A22,A,M,L,21.6,0.166,0.142,1,3
A22_36,0,20,0,3,0,0,3,40,22,446.019,364.752,865.555,22.30095,9.118799999999998,39.343410000000006,PAN,A22,A,M,L,21.6,0.159,0.152,1,25
A31_42,0,6,0,0,0,0,1,37,4,222.855,237.301,488.97,37.1425,6.41354,122.2425,PAN,A31,A,F,H,30.4,0.24,0.22300000000000003,1,4
A32_47,0,4,0,7,4,0,11,40,20,23.277,642.163,891.129,5.81925,16.05408,44.55645,PAN,A32,A,M,H,30.3,0.172,0.16700000000000004,1,31
B11_3,0,5,0,2,2,1,0,14,5,384.241,89.441,829.565,76.84819999999999,6.3886400000000005,165.913,PAN,B11,B,M,H,30.2,0.166,0.13799999999999998,1,10
B11_4,0,2,0,0,0,0,0,14,1,16.206,81.261,682.909,8.103,5.80436,682.909,PAN,B11,B,M,H,30.2,0.178,0.11499999999999999,1,1
B12_7,0,11,0,0,0,0,1,28,5,422.707,272.53,850.333,38.427910000000004,9.73321,170.0666,PAN,B12,B,F,H,30.2,0.296,0.26999999999999996,1,5
B21_14,0,15,0,0,0,0,3,31,4,326.342,323.467,828.036,21.756130000000002,10.43442,207.009,PAN,B21,B,M,L,20.9,0.186,0.14600000000000002,1,4
B22_19,0,4,0,2,0,0,2,18,10,227.387,168.105,597.85,56.84675,9.33917,59.785,PAN,B22,B,F,L,21.2,0.257,0.34199999999999997,1,12
B22_20,0,1,0,2,0,0,0,20,0,45.256,368.143,0,45.256,18.40715,0,PAN,B22,B,F,L,21.2,0.246,0.33399999999999996,0,2
C11_2,0,0,0,3,0,0,1,29,10,0,378.666,880.61,0,13.057450000000001,88.061,PAN,C11,C,F,L,20.9,0.242,0.21700000000000003,1,13
C11_3,0,4,0,1,0,0,0,9,7,167.625,86.433,357.843,41.90625,9.60367,51.12043,PAN,C11,C,F,L,20.9,0.293,0.25200000000000006,1,8
C12_10,0,12,0,5,0,1,8,48,16,166.327,522.453,900.003,13.86058,10.88444,56.25019,PAN,C12,C,M,L,20.9,0.175,0.124,1,22
C12_11,0,4,0,1,2,1,2,19,6,41.493,143.603,898.347,10.37325,7.558050000000001,149.7245,PAN,C12,C,M,L,20.9,0.174,0.173,1,10
C12_7,0,9,0,0,0,0,1,35,2,167.196,293.887,727.71,18.577330000000003,8.39677,363.855,PAN,C12,C,M,L,20.9,0.179,0.10000000000000003,1,2
C13_14,0,6,0,0,0,0,3,25,6,184.947,255.277,810.293,30.8245,10.211079999999999,135.04882999999998,PAN,C13,C,F,L,20.9,NA,0.537,1,6
C13_16,0,6,0,4,0,0,2,18,12,433.145,255.503,532.499,72.19083,14.19461,44.374919999999996,PAN,C13,C,F,L,20.9,0.286,0.189,1,16
C13_17,0,14,1,2,0,0,2,26,11,526.914,262.976,848.684,37.63671,10.11446,77.15308999999999,PAN,C13,C,F,L,20.9,0.26,0.256,1,14
C13_18,0,2,0,0,0,1,0,29,0,132.156,280.904,0,66.078,9.68634,0,PAN,C13,C,F,L,20.9,0.229,0.24499999999999997,0,1
C14_19,0,4,0,0,1,3,2,21,6,200.939,368.965,779.263,50.23475,17.56976,129.87717,PAN,C14,C,M,L,20.9,0.152,0.155,1,10
C14_22,0,4,0,1,0,2,4,17,9,290.734,153.523,832.564,72.6835,9.03076,92.50711,PAN,C14,C,M,L,20.9,0.174,0.10600000000000004,1,12
C14_24,0,3,0,2,0,0,4,24,4,92.66,372.597,600.351,30.88667,15.52488,150.08775,PAN,C14,C,M,L,20.9,NA,0.344,1,6
C21_25,0,2,0,0,0,0,0,28,1,94.756,372.26,454.422,47.378,13.295,454.422,PAN,C21,C,F,H,30,0.202,0.321,1,1
C21_26,0,1,0,0,0,0,0,7,0,718.456,102.059,0,718.456,14.57986,0,PAN,C21,C,F,H,30,0.265,0.22199999999999998,0,0
C21_30,1,12,0,0,1,0,1,19,8,448.8,218.246,660.848,37.4,11.48663,82.606,PAN,C21,C,F,H,30,0.259,0.32599999999999996,1,10
C22_36,0,4,0,0,1,1,0,33,0,47.11,423.926,0,11.7775,12.84624,0,PAN,C22,C,M,H,30,0.171,0.146,0,2
C23_38,0,3,0,0,0,0,1,38,3,66.059,326.869,809.029,22.019669999999998,8.60182,269.67633,PAN,C23,C,F,H,30,0.251,0.29600000000000004,1,3
C23_42,0,3,0,0,0,0,0,4,0,884.119,19.761,0,294.70633000000004,4.94025,0,PAN,C23,C,F,H,30,0.281,0.2869999999999999,0,0
C24_44,0,3,0,0,0,1,0,13,3,133.99,224.19,774.984,44.66333,17.24538,258.328,PAN,C24,C,M,H,30,0.176,0.10799999999999998,1,4
C24_46,0,3,0,0,0,0,0,24,3,129.862,359.854,752.983,43.287330000000004,14.99392,250.99433,PAN,C24,C,M,H,30,0.177,0.182,1,3
C31_50,0,8,0,0,0,0,3,25,9,434.024,324.837,881.615,54.253,12.99348,97.95722,PAN,C31,C,F,M,25,NA,0.555,1,9
C31_52,0,5,0,1,0,0,1,11,6,633.965,99.11,583.568,126.793,9.01,97.26133,PAN,C31,C,F,M,25,0.271,0.29999999999999993,1,7
C32_55,0,5,0,0,0,0,1,18,7,184.408,521.957,871.86,36.8816,28.99761,124.55143,PAN,C32,C,M,M,25,0.165,0.12799999999999997,1,7
C32_60,0,3,0,1,0,0,0,12,4,172.894,121.963,879.867,57.63133,10.16358,219.96675,PAN,C32,C,M,M,25,0.172,0.20900000000000002,1,5
C33_63,0,12,0,2,0,0,2,21,10,674.732,169.458,888.121,56.227669999999996,8.06943,88.8121,PAN,C33,C,F,M,25,0.259,0.32299999999999995,1,12
C34_70,0,11,0,0,1,0,0,15,0,668.692,136.294,0,60.79018,9.08627,0,PAN,C34,C,M,M,25,0.189,0.14200000000000002,0,1
D12_10,0,6,0,7,0,0,1,12,11,220.577,348.622,854.091,36.76283,29.051830000000002,77.64464,PAN,D12,D,F,M,25.3,0.225,0.267,1,18
D12_7,0,12,0,1,0,0,3,14,9,432.65,471.714,857.846,36.05417,33.69386,95.31622,PAN,D12,D,F,M,25.3,0.257,0.14800000000000002,1,10
D12_8,0,4,0,6,0,0,0,17,14,432.721,102.737,601.332,108.18025,6.04335,42.95229,PAN,D12,D,F,M,25.3,0.239,0.05199999999999999,1,20
D13_14,0,3,1,3,2,1,1,35,17,79.737,422.82,892.875,26.579,12.08057,52.522059999999996,PAN,D13,D,M,M,25.1,0.163,0.155,1,24
D13_16,0,3,0,10,0,0,1,28,15,98.24,443.987,863.842,32.74667,15.85668,57.58947,PAN,D13,D,M,M,25.1,0.164,0.13799999999999998,1,25
D14_20,0,7,0,0,0,0,0,20,0,703.75,104.91,0,100.53571000000001,5.2455,0,PAN,D14,D,F,M,25.3,0.245,0.183,0,0
D14_24,0,1,0,1,1,0,4,29,18,34.275,540.78,834.069,34.275,18.64759,46.33717,PAN,D14,D,F,M,25.3,0.193,0.293,1,20
D21_26,0,1,0,0,0,0,0,3,0,109.826,74.567,0,109.826,24.85567,0,PAN,D21,D,M,H,30.6,0.153,0.10300000000000001,0,0
D21_30,0,4,0,1,0,0,0,16,6,481.159,167.645,851.833,120.28975,10.47781,141.97217,PAN,D21,D,M,H,30.6,0.153,0.12800000000000003,1,7
D22_32,0,3,0,1,0,0,0,31,2,213.83,496.007,459.436,71.27667,16.00023,229.718,PAN,D22,D,F,H,30.2,0.225,0.19299999999999998,1,3
D22_34,0,7,0,0,0,0,0,17,0,325.814,396.331,0,46.54486,23.31359,0,PAN,D22,D,F,H,30.2,0.284,0.11800000000000005,0,0
D23_39,0,6,0,0,0,0,0,11,8,645.559,117.524,870.343,107.59317,10.684,108.79288000000001,PAN,D23,D,M,H,30.3,0.176,0.08900000000000002,1,8
D23_42,0,9,0,3,0,0,0,10,6,232.8,156.472,894.594,25.86667,15.647200000000002,149.099,PAN,D23,D,M,H,30.3,0.172,0.07600000000000001,1,9
D24_44,0,2,0,0,0,0,2,23,3,30.792,351.65,608.842,15.396,15.289129999999998,202.94733,PAN,D24,D,F,H,30.3,0.209,0.161,1,3
D24_46,0,14,0,0,0,0,0,41,5,344.478,298.839,877.614,24.60557,7.28876,175.5228,PAN,D24,D,F,H,30.3,0.233,0.215,1,5
D24_47,0,5,0,0,0,0,0,33,7,260.907,326.821,791.513,52.181400000000004,9.90367,113.07329,PAN,D24,D,F,H,30.3,0.221,0.19599999999999998,1,7
D24_48,0,4,0,1,0,0,1,21,4,451.776,157.782,882.619,112.944,7.5134300000000005,220.65475,PAN,D24,D,F,H,30.3,0.186,0.137,1,5
D31_53,0,5,0,2,0,0,4,7,6,559.688,49.96,881.373,111.9376,7.1371400000000005,146.8955,PAN,D31,D,M,L,20.6,0.182,0.064,1,8
D31_54,0,4,0,1,1,0,0,5,3,666.868,78.639,900.003,166.717,15.727799999999998,300.001,PAN,D31,D,M,L,20.6,0.175,0.14200000000000002,1,5
D32_56,0,1,0,0,0,0,2,25,2,6.011,298.922,874.351,6.011,11.95688,437.1755,PAN,D32,D,F,L,21.1,NA,0.496,1,2
D32_57,0,7,0,2,1,0,6,40,9,107.993,585.798,885.844,15.42757,14.644950000000001,98.42711,PAN,D32,D,F,L,21.1,0.23,0.07699999999999999,1,12
D32_58,0,4,0,3,0,1,1,20,17,168.509,453.198,751.486,42.12725,22.6599,44.205059999999996,PAN,D32,D,F,L,21.1,0.222,0.221,1,21
D32_60,0,4,0,5,0,1,7,16,10,302.326,146.024,792.03,75.5815,9.1265,79.203,PAN,D32,D,F,L,21.1,NA,NA,1,16
D33_62,0,3,0,0,0,0,3,10,6,502.78,190.087,750.484,167.59332999999998,19.0087,125.08067,PAN,D33,D,M,L,21.1,0.17,-0.17,1,6
D33_64,0,10,0,1,0,0,2,26,8,490.342,235.498,759.98,49.0342,9.05762,94.9975,PAN,D33,D,M,L,21.1,0.191,0.126,1,9
D33_65,0,8,0,1,0,0,0,14,5,732.149,124.042,855.839,91.51862,8.86014,171.1678,PAN,D33,D,M,L,21.1,NA,NA,1,6
D34_69,0,3,0,1,0,0,0,23,6,210.762,256.572,709.176,70.254,11.155299999999999,118.196,PAN,D34,D,F,L,21.3,0.251,0.16199999999999998,1,7
A11_5,0,3,0,0,0,0,1,5,2,596.413,48.061,19.415,198.80433,9.612200000000001,9.7075,PAN,A11,A,F,M,24.6,NA,0.432,1,2
C14_20,1,20,0,0,1,10,2,32,8,388.745,367.792,898.843,19.43725,11.4935,112.35538000000001,PAN,C14,C,M,L,20.9,0.167,0.169,1,20
A31_40,0,9,0,0,0,0,3,26,8,363.16,276.129,666.932,40.35111,10.62035,83.3665,PAN,A31,A,F,H,30.4,0.215,0.259,1,8
D22_36,0,9,0,5,0,4,2,21,10,195.632,383.882,814.053,21.73689,18.280099999999997,81.4053,PAN,D22,D,F,H,30.2,0.235,0.18,1,19
D32_55,0,4,0,2,0,0,2,19,8,103.272,269.414,473.753,25.818,14.179680000000001,59.219120000000004,PAN,D32,D,F,L,21.1,0.219,0.277,1,10
D32_59,0,4,0,4,0,0,6,28,17,82.543,517.891,873.111,20.63575,18.49611,51.35947,PAN,D32,D,F,L,21.1,0.212,0.19000000000000003,1,21
A31_39,0,11,0,1,0,0,0,42,1,272.215,296.09,261.243,24.74682,7.04976,261.243,PAN,A31,A,F,H,30.4,0.219,0.232,1,2
B12_6,0,6,0,0,0,0,1,20,2,306.435,230.698,667.659,51.0725,11.5349,333.8295,PAN,B12,B,F,H,30.2,0.205,0.23,1,2
D31_49,0,11,0,2,0,0,1,19,1,649.717,125.174,493.003,59.06518,6.5881099999999995,493.003,PAN,D31,D,M,L,20.6,0.158,0.12300000000000003,1,3
A21_26,0,2,0,0,0,0,2,22,3,32.064,323.854,879.346,16.032,14.72064,293.11533000000003,PAN,A21,A,F,L,20.9,0.218,0.30600000000000005,1,3
D22_35,0,10,0,0,0,0,1,40,2,193.389,306.278,448.692,19.338900000000002,7.65695,224.346,PAN,D22,D,F,H,30.2,0.261,0.20500000000000002,1,2
B11_1,0,0,0,0,0,0,0,13,0,0,88.826,0,0,6.83277,0,PAN,B11,B,M,H,30.2,0.153,0.218,0,0
D23_40,0,3,0,0,0,0,0,21,3,287.947,425.234,368.652,95.98233,20.24924,122.884,PAN,D23,D,M,H,30.3,0.168,0.11499999999999996,1,3
